OrganisationLabel,OrganisationalUnit,TransactionNumber,BeneficiaryName,ExpenseType,PaymentDate,Amount
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624641,ROLFIELDS LIMITED T/A THE ANCHORAGE NURSING HOME,,23/02/2016,1812.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624641,ROLFIELDS LIMITED T/A THE ANCHORAGE NURSING HOME,,23/02/2016,1876.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624641,ROLFIELDS LIMITED T/A THE ANCHORAGE NURSING HOME,,23/02/2016,913.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624641,ROLFIELDS LIMITED T/A THE ANCHORAGE NURSING HOME,,23/02/2016,-737.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624641,ROLFIELDS LIMITED T/A THE ANCHORAGE NURSING HOME,,23/02/2016,-1876.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624641,ROLFIELDS LIMITED T/A THE ANCHORAGE NURSING HOME,,23/02/2016,2324.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624641,ROLFIELDS LIMITED T/A THE ANCHORAGE NURSING HOME,,23/02/2016,2324.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624641,ROLFIELDS LIMITED T/A THE ANCHORAGE NURSING HOME,,23/02/2016,-1876.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624641,ROLFIELDS LIMITED T/A THE ANCHORAGE NURSING HOME,,23/02/2016,2324.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624641,ROLFIELDS LIMITED T/A THE ANCHORAGE NURSING HOME,,23/02/2016,-1876.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624641,ROLFIELDS LIMITED T/A THE ANCHORAGE NURSING HOME,,23/02/2016,2324.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624641,ROLFIELDS LIMITED T/A THE ANCHORAGE NURSING HOME,,23/02/2016,1675.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1625662,ROLFIELDS LIMITED T/A THE ANCHORAGE NURSING HOME,,25/02/2016,1812.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624643,ROSE BRAE NURSING HOME LIMITED,,23/02/2016,5306.57
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624643,ROSE BRAE NURSING HOME LIMITED,,23/02/2016,1812.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624643,ROSE BRAE NURSING HOME LIMITED,,23/02/2016,1812.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624643,ROSE BRAE NURSING HOME LIMITED,,23/02/2016,1812.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624643,ROSE BRAE NURSING HOME LIMITED,,23/02/2016,1812.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624643,ROSE BRAE NURSING HOME LIMITED,,23/02/2016,6313.64
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624643,ROSE BRAE NURSING HOME LIMITED,,23/02/2016,1812.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624643,ROSE BRAE NURSING HOME LIMITED,,23/02/2016,529.71
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624643,ROSE BRAE NURSING HOME LIMITED,,23/02/2016,2177.71
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624643,ROSE BRAE NURSING HOME LIMITED,,23/02/2016,1648.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624643,ROSE BRAE NURSING HOME LIMITED,,23/02/2016,1648.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624643,ROSE BRAE NURSING HOME LIMITED,,23/02/2016,1648.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624643,ROSE BRAE NURSING HOME LIMITED,,23/02/2016,1648.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624643,ROSE BRAE NURSING HOME LIMITED,,23/02/2016,1488.43
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624643,ROSE BRAE NURSING HOME LIMITED,,23/02/2016,824.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624643,ROSE BRAE NURSING HOME LIMITED,,23/02/2016,1059.43
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624643,ROSE BRAE NURSING HOME LIMITED,,23/02/2016,1812.0
Wirral Metropolitan Borough Council,REGENERATION & ENVIRONMENT,1623316,ROWLAND BROTHERS TRADE LIMITED T/A FIBROUS LIMITED,,17/02/2016,553.8
Wirral Metropolitan Borough Council,TRANSFORMATION & RESOURCES,1620787,ROYAL INSTITUTION OF CHARTERED SURVEYORS,,08/02/2016,509.0
Wirral Metropolitan Borough Council,TRANSFORMATION & RESOURCES,1624224,ROYAL MAIL,,22/02/2016,4746.8
Wirral Metropolitan Borough Council,TRANSFORMATION & RESOURCES,1620082,ROYAL MAIL,,03/02/2016,1367.28
Wirral Metropolitan Borough Council,TRANSFORMATION & RESOURCES,1620788,ROYAL MAIL,,08/02/2016,2902.52
Wirral Metropolitan Borough Council,TRANSFORMATION & RESOURCES,1622792,ROYAL MAIL,,15/02/2016,4796.12
Wirral Metropolitan Borough Council,TRANSFORMATION & RESOURCES,1620788,ROYAL MAIL,,08/02/2016,1229.49
Wirral Metropolitan Borough Council,TRANSFORMATION & RESOURCES,1626359,ROYAL MAIL,,29/02/2016,4553.82
Wirral Metropolitan Borough Council,TRANSFORMATION & RESOURCES,1626359,ROYAL MAIL,,29/02/2016,1667.52
Wirral Metropolitan Borough Council,TRANSFORMATION & RESOURCES,1621276,ROYAL MAIL,,10/02/2016,2451.85
Wirral Metropolitan Borough Council,TRANSFORMATION & RESOURCES,1624904,ROYAL MAIL,,24/02/2016,1473.19
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624644,ROYAL MENCAP SOCIETY,,23/02/2016,1810.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624644,ROYAL MENCAP SOCIETY,,23/02/2016,1799.52
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624644,ROYAL MENCAP SOCIETY,,23/02/2016,1776.44
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624644,ROYAL MENCAP SOCIETY,,23/02/2016,1810.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624644,ROYAL MENCAP SOCIETY,,23/02/2016,1799.52
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624644,ROYAL MENCAP SOCIETY,,23/02/2016,1799.52
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1621037,ROYAL MENCAP SOCIETY,,09/02/2016,43872.4
Wirral Metropolitan Borough Council,REGENERATION & ENVIRONMENT,1623318,ROYAL MENCAP SOCIETY,,17/02/2016,1545.6
Wirral Metropolitan Borough Council,REGENERATION & ENVIRONMENT,1623318,ROYAL MENCAP SOCIETY,,17/02/2016,515.2
Wirral Metropolitan Borough Council,REGENERATION & ENVIRONMENT,1623318,ROYAL MENCAP SOCIETY,,17/02/2016,3864.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624645,ROYAL SCHOOL FOR BLIND - LIVERPOOL,,23/02/2016,16781.6
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624905,ROYAL SCHOOL FOR THE DEAF DERBY,,24/02/2016,8536.34
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624905,ROYAL SCHOOL FOR THE DEAF DERBY,,24/02/2016,12139.34
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624226,ROYAL YACHTING ASSOCIATION,,22/02/2016,593.99
Wirral Metropolitan Borough Council,TRANSFORMATION & RESOURCES,1621277,RUTH STOCKLEY,,10/02/2016,1740.0
Wirral Metropolitan Borough Council,REGENERATION & ENVIRONMENT,1622493,S H HEATING AND PLUMBING SERVICES,,12/02/2016,2350.0
Wirral Metropolitan Borough Council,REGENERATION & ENVIRONMENT,1626085,S H HEATING AND PLUMBING SERVICES,,26/02/2016,2610.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624906,SAFEHANDS LIVERPOOL LTD,,24/02/2016,731.3
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624906,SAFEHANDS LIVERPOOL LTD,,24/02/2016,953.16
Wirral Metropolitan Borough Council,TRANSFORMATION & RESOURCES,1620085,SAFETRAC SOLUTIONS LTD,,03/02/2016,1164.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1622794,SAGE HOME CARE LIMITED T/A BLUEBIRD CARE (WIRRAL),,15/02/2016,26380.32
Wirral Metropolitan Borough Council,REGENERATION & ENVIRONMENT,1623320,SAHIR HOUSE,,17/02/2016,4638.46
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624646,SAI CARE LIMITED,,23/02/2016,1876.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624646,SAI CARE LIMITED,,23/02/2016,1876.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624646,SAI CARE LIMITED,,23/02/2016,1804.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624646,SAI CARE LIMITED,,23/02/2016,1812.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624646,SAI CARE LIMITED,,23/02/2016,1796.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624646,SAI CARE LIMITED,,23/02/2016,1796.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624646,SAI CARE LIMITED,,23/02/2016,1796.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624646,SAI CARE LIMITED,,23/02/2016,1876.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624646,SAI CARE LIMITED,,23/02/2016,804.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624646,SAI CARE LIMITED,,23/02/2016,1876.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624646,SAI CARE LIMITED,,23/02/2016,-1876.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624646,SAI CARE LIMITED,,23/02/2016,1876.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624646,SAI CARE LIMITED,,23/02/2016,-1876.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624646,SAI CARE LIMITED,,23/02/2016,1876.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624646,SAI CARE LIMITED,,23/02/2016,-1876.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624646,SAI CARE LIMITED,,23/02/2016,1876.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624646,SAI CARE LIMITED,,23/02/2016,1090.43
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624646,SAI CARE LIMITED,,23/02/2016,-1078.29
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624646,SAI CARE LIMITED,,23/02/2016,-570.86
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624646,SAI CARE LIMITED,,23/02/2016,577.29
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624646,SAI CARE LIMITED,,23/02/2016,1218.71
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624646,SAI CARE LIMITED,,23/02/2016,-1205.14
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624646,SAI CARE LIMITED,,23/02/2016,-570.86
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624646,SAI CARE LIMITED,,23/02/2016,577.29
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624646,SAI CARE LIMITED,,23/02/2016,1539.43
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624646,SAI CARE LIMITED,,23/02/2016,-1522.29
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624646,SAI CARE LIMITED,,23/02/2016,1411.14
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624646,SAI CARE LIMITED,,23/02/2016,-1395.43
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624646,SAI CARE LIMITED,,23/02/2016,-1776.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624646,SAI CARE LIMITED,,23/02/2016,1796.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624646,SAI CARE LIMITED,,23/02/2016,1796.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624646,SAI CARE LIMITED,,23/02/2016,-1776.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624646,SAI CARE LIMITED,,23/02/2016,-1776.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624646,SAI CARE LIMITED,,23/02/2016,1796.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624646,SAI CARE LIMITED,,23/02/2016,1796.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624646,SAI CARE LIMITED,,23/02/2016,-1776.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624646,SAI CARE LIMITED,,23/02/2016,1796.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624646,SAI CARE LIMITED,,23/02/2016,1539.43
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624646,SAI CARE LIMITED,,23/02/2016,-1522.29
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624646,SAI CARE LIMITED,,23/02/2016,-1776.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624646,SAI CARE LIMITED,,23/02/2016,1796.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624646,SAI CARE LIMITED,,23/02/2016,1796.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624646,SAI CARE LIMITED,,23/02/2016,-1776.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624646,SAI CARE LIMITED,,23/02/2016,-1776.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624646,SAI CARE LIMITED,,23/02/2016,1796.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624646,SAI CARE LIMITED,,23/02/2016,1796.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624646,SAI CARE LIMITED,,23/02/2016,1347.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624646,SAI CARE LIMITED,,23/02/2016,1796.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624646,SAI CARE LIMITED,,23/02/2016,-739.02
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624646,SAI CARE LIMITED,,23/02/2016,-985.36
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624646,SAI CARE LIMITED,,23/02/2016,1005.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624646,SAI CARE LIMITED,,23/02/2016,1876.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624646,SAI CARE LIMITED,,23/02/2016,1876.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624646,SAI CARE LIMITED,,23/02/2016,1218.71
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624646,SAI CARE LIMITED,,23/02/2016,536.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624646,SAI CARE LIMITED,,23/02/2016,1796.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624646,SAI CARE LIMITED,,23/02/2016,1876.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624646,SAI CARE LIMITED,,23/02/2016,1796.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624646,SAI CARE LIMITED,,23/02/2016,1090.43
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624646,SAI CARE LIMITED,,23/02/2016,1796.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624647,SALISBURY HOUSE RESIDENTIAL HOME,,23/02/2016,1748.44
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624647,SALISBURY HOUSE RESIDENTIAL HOME,,23/02/2016,1706.32
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624647,SALISBURY HOUSE RESIDENTIAL HOME,,23/02/2016,2416.44
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624647,SALISBURY HOUSE RESIDENTIAL HOME,,23/02/2016,1665.16
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624647,SALISBURY HOUSE RESIDENTIAL HOME,,23/02/2016,1665.16
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624647,SALISBURY HOUSE RESIDENTIAL HOME,,23/02/2016,1665.16
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624647,SALISBURY HOUSE RESIDENTIAL HOME,,23/02/2016,1665.16
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624647,SALISBURY HOUSE RESIDENTIAL HOME,,23/02/2016,1648.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624647,SALISBURY HOUSE RESIDENTIAL HOME,,23/02/2016,1648.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624647,SALISBURY HOUSE RESIDENTIAL HOME,,23/02/2016,1648.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624647,SALISBURY HOUSE RESIDENTIAL HOME,,23/02/2016,1648.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624647,SALISBURY HOUSE RESIDENTIAL HOME,,23/02/2016,1648.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624647,SALISBURY HOUSE RESIDENTIAL HOME,,23/02/2016,1648.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624647,SALISBURY HOUSE RESIDENTIAL HOME,,23/02/2016,1648.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624647,SALISBURY HOUSE RESIDENTIAL HOME,,23/02/2016,1648.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624647,SALISBURY HOUSE RESIDENTIAL HOME,,23/02/2016,1648.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624647,SALISBURY HOUSE RESIDENTIAL HOME,,23/02/2016,1648.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624647,SALISBURY HOUSE RESIDENTIAL HOME,,23/02/2016,1648.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1623646,SAM SYKES LIMITED,,19/02/2016,1843.2
Wirral Metropolitan Borough Council,REGENERATION & ENVIRONMENT,1623062,SANCTUARY HOUSING ASSOCIATION,,16/02/2016,4676.04
Wirral Metropolitan Borough Council,REGENERATION & ENVIRONMENT,1623062,SANCTUARY HOUSING ASSOCIATION,,16/02/2016,2874.51
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1626086,SANDERLINGS DAY NURSERY,,26/02/2016,1638.06
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624648,SANDROCK NURSING HOME,,23/02/2016,1812.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624648,SANDROCK NURSING HOME,,23/02/2016,1812.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624648,SANDROCK NURSING HOME,,23/02/2016,1812.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624648,SANDROCK NURSING HOME,,23/02/2016,1812.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624648,SANDROCK NURSING HOME,,23/02/2016,1812.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624648,SANDROCK NURSING HOME,,23/02/2016,1796.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624648,SANDROCK NURSING HOME,,23/02/2016,1796.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624648,SANDROCK NURSING HOME,,23/02/2016,1796.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624648,SANDROCK NURSING HOME,,23/02/2016,1796.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624648,SANDROCK NURSING HOME,,23/02/2016,1648.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624648,SANDROCK NURSING HOME,,23/02/2016,1648.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624648,SANDROCK NURSING HOME,,23/02/2016,1648.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624648,SANDROCK NURSING HOME,,23/02/2016,1648.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624648,SANDROCK NURSING HOME,,23/02/2016,1812.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624648,SANDROCK NURSING HOME,,23/02/2016,1812.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624648,SANDROCK NURSING HOME,,23/02/2016,1236.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624648,SANDROCK NURSING HOME,,23/02/2016,871.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624648,SANDROCK NURSING HOME,,23/02/2016,1340.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624648,SANDROCK NURSING HOME,,23/02/2016,833.86
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624648,SANDROCK NURSING HOME,,23/02/2016,962.14
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624649,SANDTOFT CARE HOME LTD,,23/02/2016,1648.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624649,SANDTOFT CARE HOME LTD,,23/02/2016,1648.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624649,SANDTOFT CARE HOME LTD,,23/02/2016,1648.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624649,SANDTOFT CARE HOME LTD,,23/02/2016,1648.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624649,SANDTOFT CARE HOME LTD,,23/02/2016,1648.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624649,SANDTOFT CARE HOME LTD,,23/02/2016,1648.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624649,SANDTOFT CARE HOME LTD,,23/02/2016,1648.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624649,SANDTOFT CARE HOME LTD,,23/02/2016,1648.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624649,SANDTOFT CARE HOME LTD,,23/02/2016,1648.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624649,SANDTOFT CARE HOME LTD,,23/02/2016,1648.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624649,SANDTOFT CARE HOME LTD,,23/02/2016,1648.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624649,SANDTOFT CARE HOME LTD,,23/02/2016,1589.14
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624649,SANDTOFT CARE HOME LTD,,23/02/2016,1648.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624650,SAPPHIRE STREAMS LIMITED,,23/02/2016,3675.56
Wirral Metropolitan Borough Council,TRANSFORMATION & RESOURCES,1619868,SARA A MANN,,02/02/2016,600.0
Wirral Metropolitan Borough Council,TRANSFORMATION & RESOURCES,1623488,SARA A MANN,,18/02/2016,792.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624651,SCOPE,,23/02/2016,3504.52
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624652,SCOPE,,23/02/2016,3318.44
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624652,SCOPE,,23/02/2016,-505.2
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624654,SEABANK HOUSE RESIDENTIAL HOME,,23/02/2016,1922.4
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624654,SEABANK HOUSE RESIDENTIAL HOME,,23/02/2016,1648.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624654,SEABANK HOUSE RESIDENTIAL HOME,,23/02/2016,1832.8
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624654,SEABANK HOUSE RESIDENTIAL HOME,,23/02/2016,1648.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624654,SEABANK HOUSE RESIDENTIAL HOME,,23/02/2016,1648.0
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624654,SEABANK HOUSE RESIDENTIAL HOME,,23/02/2016,-505.2
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624654,SEABANK HOUSE RESIDENTIAL HOME,,23/02/2016,-1499.62
Wirral Metropolitan Borough Council,FAMILIES & WELL BEING ,1624654,SEABANK HOUSE RESIDENTIAL HOME,,23/02/2016,706.29
